第90届奥斯卡获奖电影合集+颁奖典礼,http://www.llduang.com/91132.html,03-05,3
「网盘搜索引擎」更新2018 01 26,http://www.llduang.com/76388.html,01-25,61
2017年度豆瓣电影榜单汇总,http://www.llduang.com/87808.html,01-10,5
如果你看了还不会，那你就是白痴,http://www.llduang.com/17051.html,09-01,99
两杆大烟枪   豆瓣9.1   1998.BD720P.中英双字,http://www.llduang.com/93593.html,04-20,0
低俗小说   豆瓣8.8    1994.BD720P.中英双字,http://www.llduang.com/93590.html,04-20,0
上帝之城   豆瓣8.9   2002.BD720P,http://www.llduang.com/93587.html,04-20,0
末路狂花   豆瓣8.7   1991.BD720P.国英双语,http://www.llduang.com/93584.html,04-20,0
唐人街探案2      2018.720P.国语中字,http://www.llduang.com/90208.html,04-20,9
诡媚海妖 第一季05/10集,http://www.llduang.com/92858.html,04-20,0
初代吸血鬼 第五季   更新至01/13集,http://www.llduang.com/93570.html,04-20,0
飞虎之潜行极战        更新至18/30集,http://www.llduang.com/93247.html,04-20,2
小谢尔顿  更新至19/22集,http://www.llduang.com/84639.html,04-20,0
一人之下 第二季（含第一季）   更新至20/24集,http://www.llduang.com/82723.html,04-20,2
下一站，别离    更新至09/40集,http://www.llduang.com/93360.html,04-20,0
绿箭侠 第六季（含1~5季）    更新至19/23集,http://www.llduang.com/82332.html,04-20,0
第90届奥斯卡获奖电影合集+颁奖典礼,http://www.llduang.com/91132.html,03-05,3
「网盘搜索引擎」更新2018 01 26,http://www.llduang.com/76388.html,01-25,61
2017年度豆瓣电影榜单汇总,http://www.llduang.com/87808.html,01-10,5
如果你看了还不会，那你就是白痴,http://www.llduang.com/17051.html,09-01,99
两杆大烟枪   豆瓣9.1   1998.BD720P.中英双字,http://www.llduang.com/93593.html,04-20,0
低俗小说   豆瓣8.8    1994.BD720P.中英双字,http://www.llduang.com/93590.html,04-20,0
上帝之城   豆瓣8.9   2002.BD720P,http://www.llduang.com/93587.html,04-20,0
末路狂花   豆瓣8.7   1991.BD720P.国英双语,http://www.llduang.com/93584.html,04-20,0
唐人街探案2      2018.720P.国语中字,http://www.llduang.com/90208.html,04-20,9
诡媚海妖 第一季05/10集,http://www.llduang.com/92858.html,04-20,0
初代吸血鬼 第五季   更新至01/13集,http://www.llduang.com/93570.html,04-20,0
飞虎之潜行极战        更新至18/30集,http://www.llduang.com/93247.html,04-20,2
小谢尔顿  更新至19/22集,http://www.llduang.com/84639.html,04-20,0
一人之下 第二季（含第一季）   更新至20/24集,http://www.llduang.com/82723.html,04-20,2
下一站，别离    更新至09/40集,http://www.llduang.com/93360.html,04-20,0
绿箭侠 第六季（含1~5季）    更新至19/23集,http://www.llduang.com/82332.html,04-20,0
犯罪心理 第十三季（含1~12季）  更新至21/22集,http://www.llduang.com/81464.html,04-20,2
推理的女王2     16集完结,http://www.llduang.com/90840.html,04-20,0
栋仁的时光     更新至04/20集,http://www.llduang.com/93379.html,04-20,0
Switch-改变世界   更新至16/32集,http://www.llduang.com/92453.html,04-20,0
我的大叔      更新至10/16集,http://www.llduang.com/92116.html,04-20,2
同指婚事    2017.HD,http://www.llduang.com/93551.html,04-19,0
早餐俱乐部    豆瓣8.2   1985. 720P,http://www.llduang.com/93545.html,04-19,0
忽而今夏      更新至08/30集,http://www.llduang.com/93541.html,04-19,0
昆虫物语      2018.HD1080P.中文字幕,http://www.llduang.com/93538.html,04-19,0
远大前程     更新至33/56集,http://www.llduang.com/92644.html,04-19,1
版权原因下线##动物系恋人啊     更新至14/20集,http://www.llduang.com/92474.html,04-19,0
苍穹浩瀚 第三季    更新至02/13集,http://www.llduang.com/93182.html,04-19,1
梭哈人生.2018.HD1080P.国语中字,http://www.llduang.com/93507.html,04-19,0
青春崛起    更新至06/10集,http://www.llduang.com/92829.html,04-19,0
雄兵连之乾坤篇     11集完结,http://www.llduang.com/91305.html,04-19,5
最后的狮子    豆瓣9.2  2011.高清.迅雷链接,http://www.llduang.com/93548.html,04-19,0
黑霹雳    13集完结,http://www.llduang.com/88519.html,04-19,0
大群 第二季（含第一季）    更新至03/10集,http://www.llduang.com/93143.html,04-18,0
周年快乐     2018.BD720P.中英字幕,http://www.llduang.com/93489.html,04-18,0
环太平洋：雷霆再起         2018.HD720P.韩版英语中字,http://www.llduang.com/92126.html,04-18,1
鬼女艾拉       2017.HD1080P.中英双字,http://www.llduang.com/93486.html,04-18,0
婚情告急       2017.BD720P.英语中字,http://www.llduang.com/93483.html,04-18,0
杀出太平镇     2018.HD,http://www.llduang.com/93478.html,04-18,0
版权原因下线##闪电侠 第四季（含1~3季）  更新至18/23集,http://www.llduang.com/81772.html,04-18,8
人生若如初相见      50集完结,http://www.llduang.com/90953.html,04-18,7
独孤天下    55集完结,http://www.llduang.com/90441.html,04-18,11
火影忍者：博人传之次世代继承者  更新至54集,http://www.llduang.com/73529.html,04-18,6
椿文具店：镰仓代笔物语       2017.完结,http://www.llduang.com/93472.html,04-18,0
温彻斯特          2018.HD720P.中英字幕,http://www.llduang.com/93467.html,04-18,0
恐怖  地狱自拍      2018.HD720P.英语中字,http://www.llduang.com/93462.html,04-18,0
紫罗兰永恒花园：剧场版         2018.HD720P.日语中字,http://www.llduang.com/93459.html,04-18,0
版权原因下线##烟花   2018.BD720P.日语中字,http://www.llduang.com/85160.html,04-18,0
废柴联盟    六季合集   迅雷链接,http://www.llduang.com/93495.html,04-18,0
东京喰种  第三季    更新至03/12集,http://www.llduang.com/92772.html,04-18,3
我是僵尸 第四季（含前三季）  更新至07/10集,http://www.llduang.com/90734.html,04-18,0
伟大的诱惑者     更新至24/32集,http://www.llduang.com/91578.html,04-18,0
我们遇见的奇迹       更新至06/20集,http://www.llduang.com/92784.html,04-18,0
加油吧威基基    20集完结,http://www.llduang.com/89709.html,04-18,0
能先接吻吗   更新至36集,http://www.llduang.com/90757.html,04-18,0
凭空而来    2017.HD1080P,http://www.llduang.com/93447.html,04-17,0
自杀小队：严厉惩罚         2018.BD1080P.英语中字,http://www.llduang.com/93436.html,04-17,0
超级少女 第三季（含前两季）     更新至14/23集,http://www.llduang.com/89755.html,04-17,1
版权原因下线##北京女子图鉴     更新至11/20集,http://www.llduang.com/93080.html,04-17,0
比得兔     2018.HD720P.中英字幕,http://www.llduang.com/90990.html,04-17,4
罗杰疑案   2018.高清,http://www.llduang.com/93423.html,04-17,0
三国机密之潜龙在渊     更新至30/40集,http://www.llduang.com/92366.html,04-17,0
硅谷 第五季 （含前四季）   更新至04/10集,http://www.llduang.com/92753.html,04-17,0
天蝎 第四季（含前三季）  更新至22/25集,http://www.llduang.com/82563.html,04-17,0
交叉世界       更新至03/10集,http://www.llduang.com/93088.html,04-17,0
嗜血娇娃    更新至02/08集,http://www.llduang.com/93083.html,04-17,0
嗅觉搜查官     2018.HD720P,http://www.llduang.com/93384.html,04-17,0
亿万 第三季（含1~2季）        更新至04/12集,http://www.llduang.com/92304.html,04-17,0
凤囚凰   54集完结,http://www.llduang.com/88273.html,04-17,15
学警狙击    2009.完结.迅雷链接,http://www.llduang.com/93393.html,04-17,0
血与蜜之地     2011.BD.迅雷链接,http://www.llduang.com/93390.html,04-17,0
鬼玩人 第三季（含前两季）    更新至08/10集,http://www.llduang.com/90767.html,04-17,0
路西法 第三季（含前两季）  更新至20/22集,http://www.llduang.com/82113.html,04-17,7
方寸之爱       2018.1080P.外挂中字,http://www.llduang.com/93366.html,04-16,0
无妄之灾     3集完结,http://www.llduang.com/93009.html,04-16,0
国土安全 第七季（含前六季）    更新至10/12集,http://www.llduang.com/90061.html,04-16,0
此时此地   10集完结,http://www.llduang.com/90099.html,04-16,0
野生狼性       2018.BD720P,http://www.llduang.com/93333.html,04-16,0
红雀     2018.HD720P.英语中字,http://www.llduang.com/92263.html,04-16,0
行尸走肉 第八季（含1~7季）  16集完结,http://www.llduang.com/82447.html,04-16,32
猫鼠游戏    2002.720P.迅雷链接,http://www.llduang.com/93369.html,04-16,0
永恒之路   2017.720P  迅雷链接,http://www.llduang.com/93363.html,04-16,0
真爱永存    2000.高清   迅雷链接,http://www.llduang.com/93343.html,04-16,0
超人回来了 2013-2017  更新至20180415,http://www.llduang.com/79827.html,04-16,2
三个女人一个因   18集完结,http://www.llduang.com/90603.html,04-16,0
Running Man        更新至180415,http://www.llduang.com/74296.html,04-16,34
Live     更新至12/16集,http://www.llduang.com/91481.html,04-16,0
小神的孩子们    更新至14/16集,http://www.llduang.com/91033.html,04-16,0
傲骨之战 第二季（含第一季）  更新至07/13集,http://www.llduang.com/91108.html,04-15,0
妈妈咪鸭     2018.HD1080P.国语中字,http://www.llduang.com/93312.html,04-15,0
狂暴巨兽      2018.TC国语,http://www.llduang.com/93309.html,04-15,0
版权原因下线##南方有乔木     40集完结,http://www.llduang.com/92271.html,04-15,0
敌对分子       2017.HD1080P.中英字幕,http://www.llduang.com/93300.html,04-15,0
最后的锦衣卫  2018.HD1080P.国语中英字幕,http://www.llduang.com/93297.html,04-15,1
飓风营救 第二季（含第一季） 更新至11/16集,http://www.llduang.com/88176.html,04-15,0
毕业作品        2018.TC720P.国语中字,http://www.llduang.com/93293.html,04-15,0
淹没      2018.HD1080P.中英字幕,http://www.llduang.com/93290.html,04-15,0
斗破苍穹2（含第一季）    更新至08/12集,http://www.llduang.com/91010.html,04-15,13
魔卡少女樱 透明牌篇   更新至14/22集,http://www.llduang.com/88266.html,04-15,0
海贼王.更新至832集,http://www.llduang.com/75067.html,04-15,11
海贼王.更新至832集,http://www.llduang.com/75067.html,04-15,11
善良魔女传    更新至28/40集,http://www.llduang.com/91478.html,04-15,1
经常请吃饭的漂亮姐姐    更新至06/16集,http://www.llduang.com/92545.html,04-15,0
只是查理     2017.720p,http://www.llduang.com/93278.html,04-14,0
离狼之歌   2017.HD,http://www.llduang.com/93273.html,04-14,0
童话镇   第七季（含1~6季）  更新至17/22集,http://www.llduang.com/78548.html,04-14,0
刺客荣耀·荆轲   2018.HD,http://www.llduang.com/93268.html,04-14,0
孤独的美食家 第七季（含1~6季）   更新至02集,http://www.llduang.com/92944.html,04-14,0
我的英雄学院 第3季   更新至02/25集,http://www.llduang.com/92937.html,04-14,0
蓝天白云      2017.BD,http://www.llduang.com/93262.html,04-14,0
张三丰之末世凶兵         2018.HD,http://www.llduang.com/93259.html,04-14,0
神盾局特工 第五季（含前四季）  更新至17/22集,http://www.llduang.com/85181.html,04-14,3
斗罗大陆    更新至14/26集,http://www.llduang.com/88632.html,04-14,6
我的男孩   更新至16/20集,http://www.llduang.com/87006.html,04-14,0
7年之夜   2018.720P,http://www.llduang.com/93235.html,04-13,0
消失的夜晚     2018.HD1080P.韩语中字,http://www.llduang.com/93165.html,04-13,0
假期露营      2017.BD720P.中西字幕,http://www.llduang.com/93231.html,04-13,0
实习医生格蕾 第十四季（含1~13季） 更新至19/23集,http://www.llduang.com/78489.html,04-13,1
极地恶灵 第一季    10集完结,http://www.llduang.com/92301.html,04-13,0
我不是黄飞鸿    2018.HD720P.国语中字,http://www.llduang.com/93226.html,04-13,0
王者     2017.BD,http://www.llduang.com/93210.html,04-13,0
一人之下 第二季（含第一季）   更新至19/24集,http://www.llduang.com/82723.html,04-13,2
帕洛斯弗迪斯的部落    2017.BD,http://www.llduang.com/93207.html,04-13,0
罪恶黑名单 第五季（含1~4季）  更新至18/22集,http://www.llduang.com/84139.html,04-13,0
海豹突击队 更新至18/22集,http://www.llduang.com/82321.html,04-12,2
分贝人生   2017.HD1080P.繁体字幕,http://www.llduang.com/93194.html,04-12,0
遇见你真好   2018.TC1080P.国语中字,http://www.llduang.com/93187.html,04-12,0
摩登家庭 第九季   更新至19/22集,http://www.llduang.com/81106.html,04-12,0
中国骗局     2017.HD1080P,http://www.llduang.com/93160.html,04-12,0
深海狂鲨2       2018.HD720P.英语中字,http://www.llduang.com/93157.html,04-12,0
致命武器 第二季（含第一季）  更新至18/22集,http://www.llduang.com/81090.html,04-11,0
男人，吾子    2017.HD720P.中英字幕,http://www.llduang.com/93129.html,04-11,0
国务卿女士 第四季（含前三季）   更新至17/22集,http://www.llduang.com/71347.html,04-11,1
厉害了，我的国  电影版      2018.HD,http://www.llduang.com/93126.html,04-11,0
寂静之地      2018.TC.英语中字,http://www.llduang.com/93123.html,04-11,0
版权原因下线##小萝莉的猴神大叔   2018.HD1080P.大陆公映版.印地语中字,http://www.llduang.com/16714.html,04-11,3
控方证人   1957.720P.迅雷链接,http://www.llduang.com/93136.html,04-11,0
贼巢   2018.BD720P,http://www.llduang.com/93112.html,04-11,0
我为楼狂          2018.HD1080P.中英字幕,http://www.llduang.com/93109.html,04-11,0
神烦警探 第五季（含1~4季）  更新至15/22集,http://www.llduang.com/82315.html,04-11,0
深夜中的超跑     2018.HD720P.日语中字,http://www.llduang.com/93069.html,04-10,0
明日传奇 第三季（含前两季）   更新至18集,http://www.llduang.com/90706.html,04-10,0
吐槽大会   两季合集   迅雷链接,http://www.llduang.com/93062.html,04-10,0
业余选手     2018.HD,http://www.llduang.com/93051.html,04-10,0
夹缝中    2016.720P,http://www.llduang.com/93094.html,04-10,0
卢米埃尔！冒险开始    2016.高清,http://www.llduang.com/93091.html,04-10,0
慕容行者      2018.HD720P.国语中字,http://www.llduang.com/93075.html,04-10,0
慈悲圣诞     2017.BD720p.中英双字,http://www.llduang.com/93039.html,04-09,0
花落梦深处     2018.HD720P,http://www.llduang.com/93030.html,04-09,0
亚特兰大 第二季（含第一季）    更新至06/10集,http://www.llduang.com/91475.html,04-09,0
抓住        2017.HD720p.中英双字,http://www.llduang.com/93042.html,04-09,0
幻日奇遇    2017.HD,http://www.llduang.com/93006.html,04-09,0
埃内斯托   2017.BD720P,http://www.llduang.com/93003.html,04-09,0
版权原因下线##亚人 真人版  2017.HD1080P.日语中字,http://www.llduang.com/92925.html,04-09,0
飓风抢劫      2018.HD720P.英语中字,http://www.llduang.com/92992.html,04-08,0
假面真情 第二季（含第一季）   更新至01/10集,http://www.llduang.com/92977.html,04-08,0
外星人吃了我的作业      2018.BD720P.中英字幕,http://www.llduang.com/92974.html,04-08,0
你从未在此     2018.HD,http://www.llduang.com/92970.html,04-08,0
夺命来电       2018.HD720P,http://www.llduang.com/92995.html,04-08,0
3月的狮子 第二季（含第一季）  22集完结,http://www.llduang.com/82419.html,04-08,0
魔法师 第三季（含前两季）  13集完结,http://www.llduang.com/89018.html,04-08,0
女人和陌生人    1985.DVD,http://www.llduang.com/92983.html,04-08,0
坑王驾到    更新至180408,http://www.llduang.com/71510.html,04-08,23
豪斯医生    八季合集   迅雷链接,http://www.llduang.com/92956.html,04-08,1
渔岛往事    2018.HD720P.国语中字,http://www.llduang.com/92941.html,04-07,0
爱你西蒙        2018.TS720P.英语中字,http://www.llduang.com/92916.html,04-07,0
一切为了一个女孩   2016.HD1080P,http://www.llduang.com/92913.html,04-07,0
五十度飞        2018.HD1080P.中英字幕,http://www.llduang.com/90000.html,04-07,8
真相漩涡   2018.HD720P.中英字幕,http://www.llduang.com/92903.html,04-07,0
版权原因下线##芝加哥烈焰 第六季（含1~5季）  更新至17集,http://www.llduang.com/82368.html,04-07,0
闪灵特工队.2018.HD720P.国语中字,http://www.llduang.com/92888.html,04-06,0
一路绕行 第三季（含前两季）    更新至09/10集,http://www.llduang.com/90760.html,04-06,0
以你为名的青春   24集完结,http://www.llduang.com/92083.html,04-06,0
指定幸存者 第二季（含第一季）   更新至16集,http://www.llduang.com/82305.html,04-06,0
金装律师 第七季 更新至12集（含前六季）,http://www.llduang.com/76493.html,04-05,2
真伪莫辨      更新至04/13集,http://www.llduang.com/91740.html,04-05,0
美国谍梦 第六季（含1~5季）    更新至02/10集,http://www.llduang.com/92463.html,04-05,0
芝加哥急救 第三季（含前两季） 更新至14集,http://www.llduang.com/85011.html,04-05,0
宣言.2017.HD1080P.英语中字,http://www.llduang.com/92823.html,04-04,0
那天妈妈来看我   2013.高清,http://www.llduang.com/92811.html,04-04,0
12勇士.2018.HD1080P.x264.官方中文字幕,http://www.llduang.com/92808.html,04-04,0
暴裂无声.2018.TC1080P.国语中字,http://www.llduang.com/92805.html,04-04,0
血观音 2018.BD720P.x264.国语中文字幕,http://www.llduang.com/92796.html,04-04,0
小森林      2018.HD1080P,http://www.llduang.com/92787.html,04-04,0
芬兰的汤姆 2017.HD720P.芬兰语中字,http://www.llduang.com/92759.html,04-03,0
和陌生的你每一天.2018.HD1080P,http://www.llduang.com/92746.html,04-03,0
十七岁的雨季.2017.HD720P,http://www.llduang.com/92742.html,04-03,0
雷蒙·斯尼奇的不幸历险 第二季（含第一季）   10集完结,http://www.llduang.com/92616.html,04-03,0
凯撒大帝    2018.HD720P.英语中字,http://www.llduang.com/92730.html,04-03,0
版权原因下线##烈火如歌    更新至51/52集,http://www.llduang.com/90861.html,04-03,13
盘中兽    完结   迅雷链接,http://www.llduang.com/92737.html,04-03,1
偷窥者    2017.HD,http://www.llduang.com/92733.html,04-03,0
蜀山战纪2踏火行歌     48集完结,http://www.llduang.com/89283.html,04-03,0
乡村爱情10下（含上）     完结,http://www.llduang.com/89685.html,04-02,1
闺蜜2      2018.HD720P,http://www.llduang.com/92699.html,04-02,0
特洛伊奥德赛      2017.HD720P.中英字幕,http://www.llduang.com/92688.html,04-02,0
道场    2018.BD720P.中英字幕,http://www.llduang.com/92682.html,04-02,0
冒牌杀手     2018.HD1080P.国语中字,http://www.llduang.com/92696.html,04-02,0
灵异侦探社    2018.HD720P.中英字幕,http://www.llduang.com/92685.html,04-02,0
巴特克里克    2017.1080P.外挂中字,http://www.llduang.com/92672.html,04-01,0
指尖的宇宙     2017.720P,http://www.llduang.com/92663.html,04-01,0
猎鸟       2017.HD720P.中英字幕,http://www.llduang.com/92660.html,04-01,0
盲点 第三季（含前两季） 更新至17集,http://www.llduang.com/82882.html,04-01,2
没有上帝的青春    2017.HD,http://www.llduang.com/92653.html,04-01,0
版权原因下线##头号玩家    2018.TC720P,http://www.llduang.com/92609.html,04-01,9
相对宇宙 第一季    10集完结,http://www.llduang.com/85938.html,04-01,0
JOJO的奇妙冒险：不灭钻石  2017.BD,http://www.llduang.com/92636.html,04-01,0
花滑女王    2018.HD1080P.俄语中字,http://www.llduang.com/92622.html,03-31,2
泰坦    2018.BD中字,http://www.llduang.com/92613.html,03-31,0
版权原因下线##老男孩   47集完结,http://www.llduang.com/91064.html,03-31,6
海昏侯传奇之藏锋    2018.HD,http://www.llduang.com/92605.html,03-31,0
心灵想要大声呼喊    2017.BD720P,http://www.llduang.com/92548.html,03-31,0
初赛   2018.720P,http://www.llduang.com/92542.html,03-30,0
版权原因下线##中邪  2018.HD720P.国语中字,http://www.llduang.com/92534.html,03-30,9
身后事 2009.720P.中英字幕,http://www.llduang.com/92527.html,03-30,0
安娜，我的爱   2017.HD1080P,http://www.llduang.com/92524.html,03-30,0
异度情人  2018.HD1080P.国语中字,http://www.llduang.com/92530.html,03-30,0
拳霸  1~3合集    迅雷链接,http://www.llduang.com/92501.html,03-30,0
10英尺×10英尺     2018.HD720P.英语中字,http://www.llduang.com/92483.html,03-29,0
明亮的夜      2017.HD1080P.中英字幕,http://www.llduang.com/92480.html,03-29,0
明亮的夜      2017.HD1080P.中英字幕,http://www.llduang.com/92480.html,03-29,0
大世界     2018.HD1080P.国语中字,http://www.llduang.com/89063.html,03-29,0
深蓝与月光   12集完结+番外4集,http://www.llduang.com/84947.html,03-29,3
通勤营救        2018.HD720P.韩版英语中字,http://www.llduang.com/92450.html,03-29,0
版权原因下线##齐天大圣·万妖之城             2018.720P.国语中字,http://www.llduang.com/92440.html,03-29,0
奶酪陷阱      2018.HD,http://www.llduang.com/92469.html,03-29,0
衰女翻身 第二季（含第一季）    更新至19集,http://www.llduang.com/82224.html,03-29,0
帕德玛瓦蒂王后      2018.HD,http://www.llduang.com/92413.html,03-28,0
罗伯特玩偶的复仇      2018.HD720P.中英字幕,http://www.llduang.com/92405.html,03-28,0
恐怖   地狱：亡灵栖所      2016.HD720P.英语中字,http://www.llduang.com/92402.html,03-28,0
越界     8集完结,http://www.llduang.com/91802.html,03-28,1
版权原因下线##念力     2018.720P,http://www.llduang.com/92384.html,03-28,0
沉默的天使     10集完结,http://www.llduang.com/89298.html,03-28,0
骄傲的玛丽      2018.BD720P,http://www.llduang.com/92410.html,03-28,0
音乐乡悖论     2018.720p.外挂中字,http://www.llduang.com/92373.html,03-27,0
我只认识你        2016.HD1080P.国语中字,http://www.llduang.com/92357.html,03-27,0
祖宗十九代      2018.HD720P.国语中字,http://www.llduang.com/90235.html,03-27,2
心灵暖阳      2017.HD1080P.外挂中字,http://www.llduang.com/92376.html,03-27,0
良医     更新至18集,http://www.llduang.com/82204.html,03-27,2
版权原因下线##移动迷宫3：死亡解药    2018.HD720P.英语中字,http://www.llduang.com/89014.html,03-27,6
巴哈旺大饭店     2016.720P.外挂中字   迅雷链接,http://www.llduang.com/92370.html,03-27,0
古墓入侵者         2018.HD720P.英语中字,http://www.llduang.com/92348.html,03-27,1
美好生活    45集完结,http://www.llduang.com/90828.html,03-27,8
1945       2017.DVD.外挂中字,http://www.llduang.com/92313.html,03-26,0
巴哈旺大饭店     2016.720P.外挂中字   迅雷链接,http://www.llduang.com/92370.html,03-27,0
古墓入侵者         2018.HD720P.英语中字,http://www.llduang.com/92348.html,03-27,1
美好生活    45集完结,http://www.llduang.com/90828.html,03-27,8
1945       2017.DVD.外挂中字,http://www.llduang.com/92313.html,03-26,0
卡斯特纳与小星期二    2016.HD,http://www.llduang.com/92317.html,03-26,0
命案目睹记：卧铺特急杀人事件        2018.HD720P.日语中字,http://www.llduang.com/92293.html,03-26,0
乔茜           2018.HD720P.中英字幕,http://www.llduang.com/92289.html,03-26,0
大佛      2014.HD.短片,http://www.llduang.com/92320.html,03-26,0
父亲形象   2018.BD720P.中英字幕,http://www.llduang.com/92266.html,03-25,0
洛葛仙妮     2017.HD720P.中英字幕,http://www.llduang.com/92260.html,03-25,0
异邦人：无皇刃谭       2007.HD,http://www.llduang.com/92257.html,03-25,0
预兆       2017.BD720P,http://www.llduang.com/92254.html,03-25,0
版权原因下线##猛龙怪客           2018.TC720P.英语中字,http://www.llduang.com/91690.html,03-25,0
终极玩物       2018.HD,http://www.llduang.com/92251.html,03-25,0
龙珠超     131集完结,http://www.llduang.com/7992.html,03-25,16
迷雾    16集完结,http://www.llduang.com/89072.html,03-25,0
马柔本宅秘事    2017.1080p.外挂中字,http://www.llduang.com/92232.html,03-24,0
我杀死了巨人        2017.BD720P.中英字幕,http://www.llduang.com/92205.html,03-24,2
金钱世界   2018.HD720P.英语中字,http://www.llduang.com/92202.html,03-24,0
标志动作    2017.720p.内嵌中英,http://www.llduang.com/92228.html,03-24,0
蚀    2016.HD720P  迅雷链接,http://www.llduang.com/92225.html,03-24,0
Unnatural     完结    迅雷链接,http://www.llduang.com/92210.html,03-24,0
游戏结束，老兄！ 2018.720P,http://www.llduang.com/92186.html,03-23,0
返生餐单 第二季（含第一季）   10集完结,http://www.llduang.com/92182.html,03-23,0
第90届奥斯卡获奖电影合集+颁奖典礼,http://www.llduang.com/91132.html,03-05,3
「网盘搜索引擎」更新2018 01 26,http://www.llduang.com/76388.html,01-25,61
2017年度豆瓣电影榜单汇总,http://www.llduang.com/87808.html,01-10,5
如果你看了还不会，那你就是白痴,http://www.llduang.com/17051.html,09-01,99
两杆大烟枪   豆瓣9.1   1998.BD720P.中英双字,http://www.llduang.com/93593.html,04-20,0
低俗小说   豆瓣8.8    1994.BD720P.中英双字,http://www.llduang.com/93590.html,04-20,0
上帝之城   豆瓣8.9   2002.BD720P,http://www.llduang.com/93587.html,04-20,0
末路狂花   豆瓣8.7   1991.BD720P.国英双语,http://www.llduang.com/93584.html,04-20,0
唐人街探案2      2018.720P.国语中字,http://www.llduang.com/90208.html,04-20,9
诡媚海妖 第一季05/10集,http://www.llduang.com/92858.html,04-20,0
初代吸血鬼 第五季   更新至01/13集,http://www.llduang.com/93570.html,04-20,0
飞虎之潜行极战        更新至18/30集,http://www.llduang.com/93247.html,04-20,2
小谢尔顿  更新至19/22集,http://www.llduang.com/84639.html,04-20,0
一人之下 第二季（含第一季）   更新至20/24集,http://www.llduang.com/82723.html,04-20,2
下一站，别离    更新至09/40集,http://www.llduang.com/93360.html,04-20,0
绿箭侠 第六季（含1~5季）    更新至19/23集,http://www.llduang.com/82332.html,04-20,0
犯罪心理 第十三季（含1~12季）  更新至21/22集,http://www.llduang.com/81464.html,04-20,2
推理的女王2     16集完结,http://www.llduang.com/90840.html,04-20,0
栋仁的时光     更新至04/20集,http://www.llduang.com/93379.html,04-20,0
Switch-改变世界   更新至16/32集,http://www.llduang.com/92453.html,04-20,0
我的大叔      更新至10/16集,http://www.llduang.com/92116.html,04-20,2
同指婚事    2017.HD,http://www.llduang.com/93551.html,04-19,0
早餐俱乐部    豆瓣8.2   1985. 720P,http://www.llduang.com/93545.html,04-19,0
忽而今夏      更新至08/30集,http://www.llduang.com/93541.html,04-19,0
昆虫物语      2018.HD1080P.中文字幕,http://www.llduang.com/93538.html,04-19,0
远大前程     更新至33/56集,http://www.llduang.com/92644.html,04-19,1
版权原因下线##动物系恋人啊     更新至14/20集,http://www.llduang.com/92474.html,04-19,0
苍穹浩瀚 第三季    更新至02/13集,http://www.llduang.com/93182.html,04-19,1
梭哈人生.2018.HD1080P.国语中字,http://www.llduang.com/93507.html,04-19,0
青春崛起    更新至06/10集,http://www.llduang.com/92829.html,04-19,0
